cluster,total_views,total_likes,total_finish,total_items,avg_duration,unique_music,post_days,activity_span,author_count
0,3.1948193322529965,0.028365021833520947,1.2251574116453692,1.1549561474040995,10.636125427982185,1.135751308155717,1.1179319387919198,1.2717933175818603,161678
1,18.021897378232822,0.1719831922826537,7.381842930697757,4.526543173344381,10.785532739944715,4.016393442622951,4.103923773450909,23.452151269456117,16897
2,14.882308445314585,0.16005161519978642,6.061938239743704,3.8735427605232715,10.769372268009038,3.3950787576755364,3.3338969475838747,10.914567945181098,22474
3,81.50728495376856,0.7963014850098067,33.27542729055758,13.898010647240124,10.94226747960295,10.732137853740543,10.66419165032222,32.284673578033065,7138
